100	7
125	8
150	6
175	5
200	3
225	9
250	5
275	1
300	0
325	2
350	7
375	11
400	16
425	21
450	26
475	30
500	37
525	38
550	38
575	32
600	40
625	77
650	112
675	157
700	232
725	270
750	297
775	310
800	303
825	265
850	97
875	90
900	150
925	212
950	263
975	290
1000	301
1025	280
1050	210
1075	152
1100	90
1125	148
1150	206
1175	113
1200	60
